TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
5360,49763,45538,18270,51728,16553,3713,50838,28288,19850,13683,31809,20475,54250,47857,43639,1855,17007,27950,30452,1774,18174,55078,29017,12226,45627,46442,60148,23364,29884,12987,32719,19152,46460,53460,41297,27757,38297,41922,6955,31247,15174,7177,694,2703,39071,38440,38348,62162,24504,59921,58741,21281,63675,4829,48748,45836,12400,59679,13652,9629,64758,7795,61545,787,40599,40640,34355,24074,49138,13790,18666,26216,13267,55456,20611,7320,45103,52285,3482,37533,32328,14574,15019,43447,14383,7665,28871,43853,61249,56609,7464,15893,17903,4023,52593,52896,27956,25418,60387,58036,11417,50988,6536,46790,16040,15430,28947,12743,57603,55077,58192,30351,22746,27693,39016,41833,40641,26743,37507,16143,13408,26505,21894,65141,2151,12848,48376,37818,31,184,246,0.14423876321798462,0.5777568371840665
5380,22293,48781,53025,24909,10983,5008,21692,59435,57302,18235,34497,52963,55576,9448,33192,48398,64214,42566,23096,10450,41160,38867,63107,31480,33115,22181,7298,19930,40058,1721,25560,25581,40420,42041,19280,49549,6744,15989,14917,60428,18256,55672,15841,30461,43160,39805,2284,33011,9092,39223,54841,58749,27398,38799,53786,43852,28246,29135,9597,8724,59950,33188,22317,43449,22890,16354,25609,27643,2023,6001,26857,63345,48135,24541,6134,65490,65107,16938,46496,61160,58481,7712,7581,35003,4442,54294,12058,57647,9891,35978,46188,37819,61685,37018,28005,5040,4962,49584,28486,5508,53329,14829,54178,54251,8286,27025,40835,12702,50397,43169,54239,22906,17340,7949,53290,23471,27323,55193,34959,57931,20619,26614,50980,55560,85,58038,7654,2074,252,166,95,-0.6670974026257183,0.5801792687459629
5400,3033,28896,57578,48252,28748,33153,50199,42936,28639,44982,26244,49040,29210,61433,10069,11243,5541,5462,54349,32372,19703,34738,42346,39036,16564,15168,46822,18288,41666,55277,28414,39561,25191,7389,21568,54288,50193,41784,41054,14850,43212,2099,32617,42021,51853,14778,14428,16427,58995,56093,57664,50086,22278,22701,56905,51741,4969,29168,20326,49848,49528,34641,45934,13494,32618,6877,37589,55889,23434,18651,27070,29621,54015,28546,30721,51519,12137,4017,43983,22476,6392,21481,54087,50099,59617,30521,36051,12552,6049,16818,42341,25071,64700,44852,51957,36673,54451,8326,45474,7330,49370,45055,51327,46581,22768,23856,1137,7181,43497,27503,35418,24811,16097,11787,10741,11321,22597,42620,57169,16677,7746,45275,51355,25564,57602,59235,52707,11380,204,254,98,-0.9055369553726278,0.58207154961247
5420,45566,21348,60650,3472,27850,25302,40470,6351,16247,20446,12806,60598,31475,52538,62543,64769,57967,60795,35041,19545,62367,27111,3090,116,35365,1839,16899,3434,29046,46197,15255,9757,2982,9744,26741,48832,17899,55630,14654,42728,61542,50773,51901,61746,60201,28820,19017,29745,30608,64603,62190,24714,18563,45816,47524,54476,36205,37249,40706,59196,31940,63698,48317,2999,2963,41400,53300,40751,58039,32622,22395,43250,7310,8393,41241,28333,11206,54958,62203,27709,11037,41558,29536,814,32316,16726,4847,2695,3803,4776,22480,43552,49341,46062,42399,47778,32375,4188,44881,64529,4746,27549,24762,48868,52163,3320,31571,13851,15786,8020,16237,99,48244,52669,16754,51422,55942,12175,17463,49139,10772,65453,27461,54596,8216,41210,54121,14359,121,87,72,-0.6210211702068822,0.5834032991585335
5440,65091,62627,23051,31284,33818,35530,31268,55346,30609,18153,36904,26416,57895,63578,6359,57972,41004,32993,45037,20181,34588,27499,32397,1989,29953,52404,46479,27150,37181,37283,53033,19558,23443,7558,9456,18464,22821,52111,50419,24595,40780,25996,29333,41089,41329,23655,1092,51346,51812,27659,4001,44590,8435,62860,43858,18576,64519,59336,34294,24756,33128,49599,9317,14877,46857,46111,23099,6051,34874,42146,13812,39622,59622,5013,39593,61889,48202,10124,8262,885,4448,22212,32784,55985,13743,45276,45905,37949,40316,64964,27843,20923,62829,4026,62542,8677,53629,46689,17905,30209,11187,15989,48066,54497,64985,397,52064,25179,24989,46833,76,50622,53599,47788,29546,61532,8726,8693,13201,5474,22656,65531,60083,62095,30195,55942,36460,19994,156,57,250,-0.2022962285941441,0.5840461038609588
5460,40641,30891,197,21505,29018,47523,58995,58912,45001,50243,29284,26637,1401,55139,1329,56680,61828,63176,9642,60371,29595,43528,42011,33485,38407,60162,26888,26203,25482,13644,30330,57343,42689,52297,2490,7259,63480,58541,42534,1170,25125,34507,55348,39204,64964,25592,29732,53199,58587,8208,60297,45376,16266,29128,8709,64586,62941,12116,44833,22769,31147,43471,41504,35399,14112,3760,21431,22414,11677,5549,33600,54124,4869,63577,60355,37290,65140,41396,58705,61831,39560,5351,11403,62816,34078,32033,43736,60622,8678,6662,11216,4388,6974,12808,6758,57935,26121,31411,13983,35748,47685,46748,7811,54860,41263,50997,53630,2096,6711,19451,8026,10352,29348,43305,43039,28220,34959,2720,3948,11009,14008,52691,57227,43661,37383,46506,18660,53206,49,184,62,0.09508359999371355,0.5841434141702503
5480,25802,1516,42416,32443,52703,30839,58616,60611,2137,36088,47809,39390,25600,20449,19257,10808,22922,27117,3393,31797,59086,28636,8031,30172,29439,35674,30419,24089,18021,59292,14112,61940,26042,24684,34540,58224,27945,8213,6604,22481,42132,30909,34596,10812,29566,59124,47149,25913,7242,33885,8697,55421,19642,48124,10403,43808,64149,28867,28576,62461,60931,18744,16812,40736,54535,6540,9367,32561,43725,9838,6004,60218,63201,37444,29467,60755,49282,37854,687,52083,53926,40996,62754,17732,10075,54788,27960,26713,31592,904,45030,8396,33366,13906,31015,59053,19287,26487,51263,43726,20616,20029,45415,35170,3943,8807,61422,31176,14299,17466,24521,22455,51869,47740,28244,57042,34803,27628,666,36840,21496,62107,61986,8739,37396,28685,42983,2391,40,203,242,0.13611139782721796,0.5835170993522831
5500,17464,970,48998,32027,9951,39074,59103,9970,24469,50384,1231,20053,46846,4563,39391,52793,38648,24377,28314,32418,10603,11245,56292,41842,21832,2938,61272,17291,50112,29811,24304,53699,1768,29353,16340,35054,22156,56308,20,17802,30826,54603,45866,15202,44809,21041,44862,24737,7525,4989,49948,42379,46817,54477,17257,37755,31627,36046,40140,2253,12581,30638,46089,53188,55846,62492,49323,12307,52805,63997,30772,63547,9848,32736,4217,42796,2696,20558,60387,21567,38358,16775,43896,938,46716,19299,26066,48984,30822,38104,45125,64896,38629,55204,7559,6287,49476,12065,61321,56366,22003,62997,43424,64598,54817,59346,9460,34440,32305,32252,48161,59376,51339,63159,58374,44582,49221,50993,49437,21856,11434,17148,5369,40291,48794,13338,65221,15408,105,206,159,-0.04239371132696032,0.582203373526508
5520,5533,53989,54691,29551,40347,60636,13831,60914,39401,52521,21940,28576,56913,19079,54040,39011,47653,15639,10,11514,63000,46714,26220,55495,42426,65347,48657,11745,8494,56396,60195,24975,34093,19627,33269,1052,57785,58712,45093,14644,52593,60893,35079,5811,24216,13623,51608,11370,23088,48315,53661,635,52659,9153,30210,44714,60347,23363,20670,47820,16563,42053,36115,857,47425,58784,38524,4137,6736,8899,30186,18387,35222,49565,44737,27480,15212,51807,29571,42584,4576,10399,37436,37538,16624,49152,50384,61429,38696,11353,12467,44031,31396,62638,5560,11017,28894,64421,33575,52668,40321,35904,30111,30093,45104,9353,35043,26793,23974,49171,18978,4715,41110,59316,10652,54216,1451,25367,33596,41885,62347,13263,19167,59974,26381,21261,15740,25835,202,253,142,-0.2331044463053475,0.580214497162127
5540,49401,11992,23853,47541,18276,17361,14262,50927,40827,62325,53625,331,15966,28175,4552,44939,32595,1357,56206,15114,24249,42340,12463,38952,25123,59049,6059,8999,39283,36509,23944,19154,9689,32254,23182,61590,40715,41631,21260,33269,20368,61025,35592,25232,53599,15491,9556,38618,43081,42578,878,62938,39430,52952,10722,8435,34431,22823,50555,44815,13395,57364,11652,10299,2640,56203,32644,43657,41068,27391,20833,24165,19929,23516,63304,25263,26701,18557,13309,35694,48263,26919,63302,50600,52094,35192,10645,35659,26157,7177,20682,34290,45291,19804,34019,59650,7231,29895,64779,13295,55291,61105,47058,40305,59293,12731,24082,54955,7968,41585,2667,61525,43544,63079,18630,27499,11227,55753,30017,10613,58643,30780,24884,54610,41830,15944,46668,21740,169,85,12,-0.31950745959025556,0.5776103004567422
5560,57166,2873,49763,28278,4719,3013,39512,1282,51427,11797,50688,45043,36416,40975,9520,10480,61157,10862,61839,5169,42274,29551,16781,5380,55604,17287,20062,60273,24081,40707,1261,12303,41560,37384,3514,41437,58796,33459,4791,52859,19036,45284,23471,41943,63486,39327,43186,52284,8729,2488,30071,50177,36573,62834,10201,30260,26196,3592,37658,22855,7268,35196,9594,10281,50404,21318,172,54198,36756,9196,5867,25046,13742,43364,45380,55347,16085,44430,27097,110,13955,21690,24378,9482,29222,51862,43943,10702,54278,65451,8260,10581,60016,30123,46498,62273,18624,53950,26624,51529,33777,22000,8196,12544,26805,38057,7958,7289,13612,41869,41286,23574,58280,6654,61603,14380,27777,25206,23901,47508,45663,58735,43721,37365,47674,41833,40759,40224,11,109,213,-0.31262587501631833,0.5744182205312409
5580,28388,15324,36121,53983,46219,43893,41238,43934,54672,44680,35914,6153,61244,28532,21258,5647,46824,27112,4861,49231,38552,44384,58429,60854,26548,24046,7849,2235,58967,21314,47146,65097,16381,33241,64104,982,54419,59576,17066,1953,45927,25560,31934,8482,47866,50120,4665,29426,53140,21209,20065,25388,51726,62796,53018,31779,42266,57566,29514,40078,50786,12746,26413,31206,29206,64656,60084,5977,20938,39479,51379,25172,35571,60018,15039,13088,34797,62197,63229,27751,10355,27318,27610,64810,32828,22019,59504,55621,56111,61388,28987,26363,27842,5274,20309,42675,297,65258,31981,62862,8197,24368,64355,4747,62649,29320,52328,29182,34706,44527,40525,59697,59216,18020,55726,54043,45402,19143,58644,6626,36882,40348,25771,54631,29693,59077,35917,41355,21,152,146,-0.24810022264826978,0.5706933705341714
5600,25429,48498,48649,22792,60976,55104,11329,53892,40703,29936,269,56150,36158,22992,35034,58512,16588,45571,39156,7642,11079,11369,16261,16657,56132,30217,33290,22322,11686,46395,54748,15020,9726,52021,22802,46389,15487,41687,24245,44544,1255,14266,42042,60517,28722,16416,51742,54281,49077,41854,27875,1921,59054,1184,48446,10298,50366,27871,21404,26852,61011,2071,2512,21647,27937,36279,61238,9103,26106,3727,4256,24010,4580,30788,25020,12573,52386,49405,47930,24485,58041,53721,37245,13449,16337,15921,57196,38913,13668,10295,53158,41804,15940,16611,31737,23153,19762,19633,10258,12751,54327,41774,26616,26100,14867,10112,58884,30767,12755,49019,16537,26245,7372,10101,44061,45320,55510,46178,60736,38379,9189,45429,49725,10868,28543,30210,62379,65245,53,166,46,-0.18780235656704328,0.5665107202382205
5620,27834,37128,19387,43427,22165,13567,46486,53622,32144,61361,37007,20448,31064,11109,65380,64485,53697,43651,43936,59589,58716,45900,22221,44474,8037,38474,9884,7049,15013,5644,45849,48022,55379,8879,14087,3506,53492,42856,48829,35246,2890,30398,62524,60634,38580,35426,37495,11332,43197,64836,63394,10175,61704,64020,60632,21687,36836,61102,63543,59820,15871,46639,16922,29370,33890,61491,13491,8478,8046,55340,14676,57278,10910,15670,64381,51963,506,59997,26887,45613,40026,40642,27812,9517,47091,38962,10054,41183,29023,56746,39629,48883,8614,34958,22773,220,63743,54079,59158,53293,32678,9764,4217,14919,63914,49790,22148,4471,34336,21722,29774,4522,60439,11785,21364,50958,64462,63085,13196,19028,52305,50922,22470,44537,24685,6862,18482,58008,129,34,6,-0.16812250979787463,0.5619506595463444
5640,27920,56533,1589,24802,12882,159,31917,46194,28255,58890,11418,5556,32917,22234,11865,43275,62426,51669,46357,45375,23873,54970,11800,18964,60416,29859,8038,30689,45840,50817,42796,42699,45750,34574,36846,4043,11495,34738,4808,13822,44604,38464,27118,55427,16417,51983,35340,42570,17040,56018,3854,19799,31632,45598,31289,655,64952,62754,64283,9450,15702,39393,55386,23964,5645,48003,44792,9378,61507,39238,41221,63272,56629,31493,20831,3159,20363,38321,8368,55405,6452,53754,19955,30441,15141,44185,29359,11765,40903,55945,38529,28878,26654,46262,24182,61339,41120,64620,22323,23711,11954,48405,8062,415,48582,30877,59720,3533,44969,57276,47408,50375,49754,40707,32462,8440,35545,39345,37415,62869,56255,15433,62876,13691,10481,16004,56169,16321,48,217,135,-0.16751721404706008,0.5571258862349572
5660,14740,11470,38375,64832,30124,45544,65084,53024,3955,13962,25607,6158,51311,36278,50246,21312,45542,63019,2206,21819,42049,61895,55054,62626,43128,32246,54437,41556,41803,35034,34850,19757,48796,49951,5815,61655,51149,46674,6732,41797,11686,16188,57757,25577,35521,47626,46434,47152,39608,40379,16148,56029,40823,29481,63858,12496,24105,17792,58051,16010,5060,8723,9544,25356,20774,15181,5361,56687,5565,37976,12788,1725,50430,61776,44285,30308,21125,5125,63560,24020,12992,7482,19625,19033,44653,14966,44967,41820,48719,23516,26284,26365,26285,57402,10800,25374,50624,39553,48628,33533,626,6478,34669,41573,11270,49273,539,23652,57741,57217,34371,1188,25407,53745,60894,38569,59356,62685,31217,48949,60830,18357,35949,8379,62449,8126,36891,62764,54,9,97,-0.1627985981744754,0.5519922524581046
5680,57736,53242,40005,50953,39359,14703,28532,35067,53679,40210,30628,7785,61909,31858,31481,46606,28026,29478,28093,32676,54518,45137,15705,14820,16590,23850,24824,9997,54866,33374,49546,25389,50112,64679,31790,18058,36857,35702,21847,35325,35450,8222,12968,62693,37185,8187,38735,25155,39516,39331,2231,42361,28311,29229,54795,20610,5748,12141,1637,52051,1490,24170,44912,64232,28889,25056,15493,29342,40595,59356,42453,18088,32973,53843,54901,2003,26136,33031,12738,55029,63007,62386,13359,56057,45302,19572,44937,47189,3716,7418,27253,32196,26818,38791,54472,32854,35259,25498,32807,33108,42022,1494,5886,19776,23031,22488,57269,24671,8939,53124,62894,28868,40948,23107,18706,17761,3471,46669,39956,51288,6274,15231,13905,29882,16356,28998,38973,55509,54,114,158,-0.1455803497034396,0.5466829347040066
5700,46431,58469,28793,8295,32456,48773,45069,23079,50927,25615,17492,49024,42454,62802,4850,16185,481,29999,9010,17604,20000,12766,13813,16749,54767,50529,38041,40301,49847,42796,39947,55766,5924,19953,50457,25819,58590,44696,26141,43397,44836,30925,7357,30188,54024,14074,64209,53053,21047,15502,1500,32563,43803,49083,31998,22502,58924,30101,2093,38152,8085,19686,33430,20085,31990,33629,30393,50876,5177,25562,52187,25618,3703,1354,23589,63930,20760,58307,523,27528,34685,16951,38435,12823,48144,50849,20301,60440,14597,61908,59882,46484,7650,61407,22539,39490,43807,42405,52227,2388,48111,41678,38745,23703,55986,64353,15084,1774,33516,40137,42126,24682,7932,20204,52484,8666,8716,10516,40250,65030,41685,50453,47636,8386,51226,4784,61976,14606,149,81,179,-0.11250364559877916,0.5412661034910037
5720,43714,11871,9775,9173,29036,13054,62769,11566,17910,37252,10880,39796,57352,57465,38848,65022,19565,11865,11656,33239,10189,58670,64743,2003,63906,2563,35968,29198,25636,46031,23019,27586,16574,62197,25083,10904,3333,35542,37063,9777,44842,12654,30177,43843,10913,60165,63769,45038,50622,42062,47641,26332,52540,45623,9629,18546,39067,46480,24106,29425,56067,16321,7229,28144,48026,19035,40861,38878,36584,30732,34127,39965,11285,11105,57615,28228,23441,28815,10639,29758,19623,64513,45717,45670,52533,57911,12681,43053,13954,44222,41945,2685,27950,8991,8831,19372,62963,5093,59479,13765,46304,62849,2622,11422,34437,4567,47555,43108,58849,59392,23281,55562,34043,2076,49682,4123,62321,46479,20444,62121,9700,13981,64046,56466,9549,4377,6815,48063,248,200,113,-0.06938923678725618,0.5357923926314898
5740,26827,8392,60857,10271,34483,48051,61990,37485,21975,8505,63385,56391,18108,4157,14945,43018,30466,8397,57185,51835,36631,24255,40022,32996,35089,46868,41472,18768,27263,11055,53447,13018,21759,18194,25671,12829,39155,45167,31542,34529,46005,55958,32944,51617,62166,59476,58370,41440,56783,19641,24107,39097,4144,28408,48022,53981,43355,40553,11167,28208,58632,34645,52247,52155,63214,32048,37661,933,51084,28174,32414,54054,760,33683,48959,56335,62314,14047,45355,62655,60597,37609,23159,37270,42346,44056,44285,64637,44793,59748,20140,47444,27794,9141,16788,16414,46052,38523,3784,22006,39219,42587,4868,49799,33350,10714,3961,23425,28177,64875,61374,10112,16306,57351,51625,60216,43264,6097,29073,41521,8044,9410,7827,14968,55781,5305,46914,3983,34,247,117,-0.024088219858646013,0.5302332742617558
5760,39263,49735,15850,18782,12371,16495,19434,26232,45839,13331,19250,58228,48038,52549,26723,10979,51867,41957,16566,41024,12428,30595,60761,10766,19962,30892,43226,49753,34089,32527,5593,4916,58285,10590,35330,53827,56443,58000,50543,27639,2360,33961,29322,51465,58138,31978,31498,61147,21469,5801,59190,13313,7044,22783,54360,43361,54074,19516,62153,35986,47180,53991,583,14086,39711,33947,32883,3568,57924,65437,54022,8114,54763,34900,9150,37307,53175,63540,27196,41211,49745,27949,13544,55131,41728,21025,23115,12082,9997,14498,14150,11602,36966,22280,14806,28265,46597,3300,49833,16824,41283,7395,3062,43560,12582,31946,23974,22203,3158,55702,32182,21184,37441,34070,50372,15710,15354,56629,36300,61220,13733,27837,28531,57424,50558,10894,20506,22939,92,14,9,0.02146054300084853,0.5244451725952841
5780,32781,12368,29258,19331,51544,6543,53224,45901,22094,31382,24371,31732,42469,7008,5396,41477,16823,51047,35899,9981,10402,24536,25920,30074,40031,15528,24785,44541,60380,2858,63295,51463,36482,2048,14223,20307,19861,51244,22520,47653,46044,53901,16719,8479,33355,17480,37301,30976,41816,60970,18762,58270,3127,24555,11919,52579,53657,51093,25548,47109,47903,30627,58300,5076,11601,13264,56538,38635,54510,25795,13225,15125,8604,47817,49441,24920,52997,14355,52328,5055,57040,27939,4479,50244,1819,26238,4672,54814,56105,22062,60936,57479,13334,61129,26113,58173,10532,34545,33970,40004,51096,2144,17430,46983,51654,3763,29612,37549,27804,21471,48043,54998,48720,31214,24535,53650,30580,10105,33924,61498,18993,29037,56273,17560,64254,54196,43112,12109,55,130,42,0.06695614572518639,0.5183175955922101
5800,6952,48626,49456,38775,12517,36063,62452,12836,48504,7287,32266,54093,62109,2243,58803,36104,43481,40365,59860,1117,16235,28946,55141,8577,54100,45590,32685,55537,48196,38885,1962,4706,62454,1728,31718,11828,61750,46889,6284,30085,2138,7151,1861,9198,17116,38837,46825,15148,25334,4161,21883,64742,39072,22567,30032,28816,53381,6410,32508,63459,45883,26366,2316,37352,7595,55788,4481,17524,33289,29114,61708,63792,2752,32868,17795,1129,46278,11038,19370,45149,7334,10677,32984,23208,30543,6241,48358,11539,44630,63203,23625,30146,39016,52239,28046,24824,3465,39312,64193,43188,10716,11973,59989,41868,60990,3513,49851,38784,12414,35657,44372,13014,44932,45887,31803,59846,60856,25874,43566,6047,15333,1802,4467,36067,7663,58952,15367,17472,100,77,176,0.11103172870349697,0.5118698297297559
5820,23230,62351,6709,57321,23084,54579,29822,18674,16472,24470,41644,57857,29693,12795,1445,63953,28821,19033,35737,34603,48288,965,59305,2242,39858,17800,62956,44258,8289,61056,277,49707,52711,18112,54839,42085,17634,16706,59494,32319,19026,47733,990,20447,28809,41756,25990,61365,32013,25216,13972,7559,20377,1438,56529,46994,48858,18838,2065,8070,60726,59534,1073,23532,6096,25884,36957,14915,9591,7800,1572,9702,56150,10838,58118,59081,3003,11551,23205,45082,64974,65408,834,44341,49912,59981,39095,63859,3319,52593,5711,26889,31684,37371,18505,32926,52300,59576,14512,46415,7161,2689,53288,56547,61432,27677,63724,48582,61531,8418,8441,34896,50858,30777,23886,18688,37268,56357,27563,9084,61318,7916,54743,13695,16954,39293,63224,11479,200,189,123,0.15188202223418265,0.5048906918198472
5840,2252,7660,8887,13788,3324,24657,46249,51189,25560,53092,57951,45511,10906,30842,24645,42354,52945,6187,47221,4766,7783,8278,36629,34473,47970,1393,50666,26553,58941,26421,60661,19072,2315,51224,3511,60287,62775,32570,8040,27460,9744,59511,46027,9953,8317,11326,57799,42966,1998,43267,21156,63742,17624,39515,35625,32541,10315,11236,57814,37512,13391,6837,64969,25948,49118,46336,60471,33614,36544,24103,2127,14568,50799,47565,40316,18207,60809,8676,57016,35015,32954,20047,38550,34232,45828,50985,58249,27506,1182,60350,46721,7430,27892,27290,33673,57869,31007,56211,20541,12265,48795,19344,13333,61552,62169,3564,37099,46561,18521,45238,47732,57017,10413,63877,8468,47165,15565,32330,54771,43191,41951,4201,26288,27191,3722,26454,12829,16137,40,56,91,0.18730021837080577,0.49738622989252657
5860,20482,9366,7428,15007,60790,33721,16968,11866,62598,2600,25332,26047,62393,60803,58761,44182,1437,41332,13593,31537,5431,53172,49480,37487,65369,29705,29637,57051,2136,6744,23008,42869,21205,39174,65305,21637,21097,26078,28533,34823,38485,27280,62029,41893,9372,16757,18050,23120,4321,41857,63259,1655,17227,15076,41804,19212,8479,51287,63706,26453,30122,8847,19823,31885,59862,12311,48720,10818,9993,58464,6757,32815,53775,17209,2121,64186,17626,31264,42150,62938,12677,3806,51473,26728,49169,48326,24539,8089,11215,7972,42049,18628,26226,17016,42053,12666,2763,2436,15747,38372,7198,25609,11977,17995,8740,15083,28182,47943,33517,19333,58534,23369,43834,38425,7584,20529,15129,16128,5323,53794,8741,63156,12769,32586,21504,8688,50135,1778,191,37,152,0.21491778919703167,0.48921981868219744
5880,42928,29810,57369,31086,11529,43792,56700,41103,57365,42558,46593,25710,55920,39305,43236,38570,34907,21445,33845,63086,60400,51093,13372,7233,427,33038,44916,13322,36459,40347,13961,29603,11836,64092,7334,17092,7883,56542,57248,1237,61119,62496,13963,57752,10230,48406,11196,52128,42749,37374,45654,8314,28645,33050,39141,58557,63608,20693,58655,40002,23919,63174,57155,57186,42079,25184,17452,8960,6036,31062,1886,59744,59041,53878,59672,54279,25140,486,58455,60752,57219,46134,28583,12670,49102,50150,5106,27746,29055,64632,12172,5362,23741,6955,22637,6735,20349,17954,7644,48742,1047,31113,49787,29346,46098,30797,15831,49053,7819,12927,22293,50307,47435,38477,59208,12619,33863,45599,62195,26734,63472,27821,43283,27558,23885,57397,36709,42141,180,228,219,0.23262297723047679,0.4803456346048376
5900,8223,22675,35802,10920,29450,25617,8233,2674,49918,35132,3265,9389,6576,49365,43200,64937,2582,30545,21882,2907,63328,14430,47,29602,13248,29539,14141,22735,24248,20469,13138,57302,44818,28512,2044,61467,62453,14079,34042,33883,11863,18550,35575,11900,60566,42636,20656,10859,18799,7858,50573,48921,43913,5607,46573,62688,47702,60838,64953,7090,24437,26776,42652,36774,6521,40037,10965,17727,14673,41423,42181,39228,25887,12248,45041,56078,25246,23215,11639,32240,33321,14161,39410,45692,13888,44976,3603,23111,2349,14355,38072,48820,48887,20832,16239,27867,40901,25690,23969,2139,39443,17980,13152,49018,21083,36575,44549,2785,40506,43304,60304,20136,60612,20299,7042,36898,42262,59661,59862,29548,64189,8194,3119,8854,23828,17166,10097,64023,200,62,63,0.23845124761530967,0.4706031614032245
5920,45663,30950,36851,7409,7227,17884,51666,2120,43046,60661,64331,27518,57147,29253,66,18014,60069,22271,53879,34164,981,62511,22953,26101,9041,10835,58199,26256,3993,62428,4412,60881,44048,7326,22315,2331,46849,26887,65022,26638,65153,4826,24092,30930,7114,6928,61135,23905,860,34112,3221,59754,19488,31625,44790,5038,50120,52678,60693,5326,62648,47589,1998,25011,17525,8794,14514,5661,9299,43538,20443,1444,35330,33907,4590,36620,26769,11617,25822,58662,50896,56828,52362,20443,59423,64988,2837,39825,61010,52372,8636,12493,34861,966,9806,3675,36880,53170,11366,48322,34691,34259,56076,47182,56922,7155,64495,34733,8746,52290,58417,37295,6937,64541,1081,43571,20173,52139,53630,29008,46622,25872,61892,42095,31643,14977,10762,54949,154,225,27,0.23061374072169336,0.4599509488563042
5940,88,59050,59173,62913,26372,26744,35432,12694,43171,40844,11054,18982,10337,42213,12092,31339,6225,13920,61142,3517,15016,59826,47326,53049,48790,38406,50984,53352,40463,62913,15374,15738,27246,22548,24279,13472,51576,45855,29669,17536,53023,17402,19311,46626,6715,43986,49561,21036,46595,183,18261,19648,51057,45761,17063,15922,12570,22802,18937,32577,26143,58303,53549,62184,44759,58991,54497,57676,59787,57786,59984,23473,20931,34005,49422,18898,33633,26989,43969,36174,31468,38978,41938,61396,61843,43207,3587,10724,44974,29472,29381,30918,2282,32446,50187,3167,8678,57660,15269,20867,54646,64948,58464,5854,24321,17504,13803,55105,60496,45372,12360,26570,17026,40347,17136,38641,34465,5680,57500,36161,24002,28307,16425,17439,27422,49064,5631,18189,135,143,188,0.21011071387996164,0.44842121313025785
5960,32363,48937,47540,32280,47751,35542,15749,58735,57718,43207,60620,54139,52762,2234,33389,64381,52894,51770,63037,53307,60704,43399,51336,50956,59743,28149,50898,40223,27671,56446,28151,56818,58263,60470,61873,43548,43770,16869,12095,17094,9067,2429,38167,40219,23826,43563,395,54035,11851,6503,53799,42374,40371,52169,4589,43248,45511,5708,25030,1381,12794,9016,20344,62720,17906,9196,44202,51338,37847,19595,22220,6158,23419,32164,59936,28875,65413,46527,715,39876,22247,5460,54210,33963,6836,54480,36555,56234,34029,30008,53054,12705,58524,54814,40080,4798,64499,1433,30359,43815,58182,40400,33316,43153,36023,13397,21244,41114,51554,35801,63302,52383,17933,60979,52640,1726,21696,46225,44524,29323,3593,26813,34834,45882,26780,4001,58319,26694,89,209,243,0.1797648700083558,0.4361435129312805
